"bin","bbl","evictions"
1058393,"1019230035",1
1058394,"1019230036",1
1058395,"1019230037",4
1058396,"1019230038",13
1058402,"1019230060",5
1058403,"1019230061",5
1058407,"1019230160",3
1058408,"1019240001",14
1058410,"1019240003",1
1058412,"1019240005",5
1058413,"1019240006",7
1058414,"1019240007",10
1058415,"1019240008",8
1058416,"1019240009",7
1058417,"1019240010",5
1058418,"1019247501",1
1058420,"1019240029",8
1058423,"1019240032",1
1058424,"1019240033",7
1058426,"1019240035",4
1058427,"1019240036",8
1058434,"1019240061",4
1058436,"1019240062",3
1058437,"1019240064",4
1058439,"1019240160",8
1058440,"1019250001",1
1058441,"1019250002",1
1058443,"1019250005",4
1058445,"1019250013",2
1058448,"1019250029",1
1058449,"1019250036",17
1058450,"1019250038",4
1058452,"1019250047",36
1058455,"1019250050",12
1058458,"1019250063",1
1058461,"1019260006",1
1058462,"1019260007",7
1058463,"1019260008",3
1058464,"1019260009",2
1058468,"1019260014",1
1058472,"1019260033",3
1058474,"1019260035",1
1058475,"1019260037",12
1058485,"1019260061",13
1058493,"1019270004",5
1058504,"1019270017",27
1058505,"1019270020",10
1058506,"1019270021",18
1058513,"1019270029",23
1058514,"1019270031",21
1058515,"1019270033",28
1058521,"1019270043",3
1058522,"1019270044",29
1058523,"1019270045",21
1058524,"1019270046",24
1058526,"1019270049",8
1058527,"1019270051",5
1058528,"1019270052",9
1058529,"1019270053",15
1058530,"1019270055",7
1058531,"1019270056",5
1058532,"1019270058",5
1058534,"1019270063",3
1058535,"1019270064",1
1058537,"1019270108",1
1058550,"1019280009",10
1058551,"1019280010",3
1058552,"1019280011",13
1058563,"1019280029",1
1058564,"1019280030",3
1058565,"1019280033",2
1058566,"1019280034",1
1058567,"1019280036",5
1058569,"1019280038",2
1058588,"1019280057",8
1058590,"1019280059",9
1058592,"1019280061",7
1058611,"1019290001",11
1058677,"1019320061",2
1058687,"1019370001",12
1058703,"1019370020",4
1058710,"1019370027",4
1058715,"1019370038",5
1058725,"1019370048",1
1058749,"1019370137",3
1058759,"1019370157",3
1058762,"1019380006",1
1058764,"1019380008",1
1058773,"1019380017",2
1058775,"1019380019",1
1058778,"1019380029",8
1058779,"1019380030",5
1058782,"1019380033",7
1058783,"1019380034",11
1058784,"1019380035",11
1058785,"1019380036",7
1058787,"1019380039",9
1058788,"1019380041",11
1058789,"1019380043",10
1058790,"1019380044",6
1058791,"1019380046",36
1058795,"1019380050",18
1058805,"1019390002",13
1058806,"1019390003",12
1058807,"1019390004",19
1058816,"1019390035",3
1058817,"1019390036",2
1058819,"1019390061",8
1058820,"1019390062",4
1058821,"1019390063",2
1058824,"1019390133",1
1058832,"1019400019",3
1058844,"1019400039",8
1058850,"1019400045",10
1058853,"1019400055",4
1058861,"1019400128",9
1058868,"1019410001",39
1058870,"1019410003",14
1058874,"1019410007",2
1058875,"1019410008",1
1058876,"1019410010",3
1058877,"1019410011",19
1058878,"1019410012",13
1058879,"1019410013",8
1058880,"1019410014",9
1058882,"1019410018",7
1058884,"1019410020",8
1058889,"1019410025",2
1058892,"1019410029",7
1058893,"1019410030",8
1058894,"1019410031",6
1058895,"1019410032",10
1058896,"1019410033",10
1058897,"1019410034",8
1058898,"1019410036",12
1058905,"1019410046",1
1058919,"1019410060",2
1058920,"1019410061",4
1058923,"1019410062",15
1058947,"1019420019",1
1058955,"1019420029",2
1058960,"1019420035",2
1058978,"1019420055",3
1058999,"1019420152",1
1059014,"1019430020",1
1059020,"1019430028",1
1059028,"1019430045",2
1059036,"1019437501",1
1059037,"1019430057",1
1059041,"1019431120",1
1059053,"1019440004",1
1059058,"1019440010",8
1059059,"1019447503",8
1059060,"1019441213",5
1059061,"1019440018",44
1059073,"1019440045",25
1059074,"1019441224",4
1059075,"1019440053",5
1059076,"1019440055",4
1059081,"1019440060",5
1059085,"1019440064",5
1059087,"1019440108",3
1059090,"1019450001",20
1059091,"1019450005",19
1059092,"1019450007",20
1059093,"1019450009",16
1059094,"1019450011",9
1059106,"1019450058",2
1059109,"1019450061",21
1059118,"1019460038",1
1059123,"1019470001",3
1059125,"1019470004",1
1059139,"1019470018",2
1059140,"1019470019",5
1059141,"1019470020",8
1059143,"1019470040",1
1059144,"1019470043",8
1059145,"1019470044",12
1059146,"1019470045",8
1059147,"1019470046",2
1059148,"1019470047",4
1059161,"1019470061",2
1059162,"1019470062",1
1059163,"1019470064",4
1059174,"1019480001",2
1059190,"1019480018",10
1059191,"1019480019",10
1059192,"1019480020",6
1059193,"1019480022",4
1059194,"1019480025",5
1059196,"1019480029",6
1059202,"1019480044",1
1059203,"1019480045",26
1059238,"1019490018",5
1059239,"1019490026",9
1059241,"1019490047",27
1059253,"1019490059",3
1059255,"1019490061",7
1059273,"1019500014",32
1059276,"1019500041",12
1059282,"1019500061",5
1059283,"1019500062",13
1059284,"1019500063",11
1059285,"1019500064",11
1059297,"1019510014",36
1059304,"1019520002",1
1059306,"1019520004",2
1059309,"1019520011",23
1059317,"1019520043",46
1059318,"1019520051",17
1059319,"1019520101",1
1059320,"1019520102",1
1059321,"1019530001",5
1059322,"1019530002",2
1059323,"1019530003",2
1059324,"1019530004",3
1059327,"1019530007",11
1059328,"1019530008",1
1059329,"1019530009",28
1059330,"1019530010",15
1059331,"1019530011",2
1059332,"1019530012",41
1059341,"1019530031",9
1059343,"1019530033",3
1059344,"1019530034",5
1059354,"1019530052",4
1059355,"1019530053",10
1059357,"1019530055",17
1059358,"1019530056",19
1059360,"1019530058",2
1059361,"1019530059",3
1059362,"1019530060",1
1059363,"1019530061",5
1059365,"1019530063",3
1059366,"1019530064",4
1059367,"1019530104",6
1059368,"1019540001",9
1059369,"1019540003",10
1059370,"1019540005",9
1059371,"1019540007",5
1059372,"1019540009",4
1059373,"1019540011",14
1059374,"1019540012",6
1059375,"1019540013",7
1059377,"1019540015",1
1059378,"1019540016",1
1059380,"1019540029",1
1059387,"1019540040",3
1059389,"1019540043",2
1059390,"1019540046",18
1059391,"1019540050",12
1059392,"1019540055",5
1059393,"1019550001",2
1059398,"1019550010",1
1059403,"1019550017",10
1059412,"1019580015",10
1059415,"1019580018",8
1059420,"1019580023",2
1059421,"1019580026",16
1059423,"1019580028",5
1059425,"1019580032",1
1059426,"1019580033",1
1059432,"1019580041",21
1059433,"1019580043",3
1059434,"1019580047",7
1059435,"1019580049",2
1059436,"1019580051",3
1059437,"1019580052",2
1059438,"1019580053",7
1059439,"1019580054",7
1059440,"1019580055",6
1059441,"1019580056",9
1059442,"1019580057",1
1059443,"1019580059",2
1059444,"1019580060",11
1059445,"1019580061",5
1059446,"1019590001",175
1059459,"1019590058",41
1059467,"1019600031",4
1059499,"1019620001",4
1059504,"1019620013",2
1059505,"1019620018",1
1059506,"1019620019",6
1059508,"1019620031",2
1059510,"1019620038",7
1059511,"1019620044",1
1059512,"1019620056",1
1059513,"1019620061",6
1059514,"1019620070",8
1059516,"1019630006",2
1059520,"1019630025",3
1059521,"1019630030",1
1059523,"1019630048",2
1059528,"1019660036",7
1059530,"1019660038",3
1059533,"1019660042",13
1059535,"1019660046",2
1059536,"1019660047",15
1059541,"1019660052",26
1059544,"1019660052",12
1059545,"1019660052",5
1059546,"1019660059",2
1059550,"1019660066",26
1059556,"1019660102",7
1059558,"1019660104",16
1059562,"1019670001",11
1059563,"1019670006",4
1059564,"1019670006",8
1059573,"1019670067",16
1059574,"1019670069",22
1059576,"1019670073",7
1059577,"1019670074",1
1059590,"1019680027",3
1059591,"1019680029",9
1059592,"1019680031",9
1059594,"1019680035",1
1059595,"1019680037",2
1059596,"1019680039",11
1059597,"1019680044",19
1059598,"1019680046",8
1059599,"1019680049",12
1059600,"1019680052",2
1059601,"1019680054",1
1059602,"1019680056",4
1059603,"1019680058",2
1059605,"1019690001",10
1059610,"1019690025",6
1059611,"1019690029",9
1059612,"1019690034",7
1059613,"1019690040",64
1059614,"1019690048",15
1059615,"1019690050",17
1059616,"1019690055",30
1059621,"1019690081",2
1059622,"1019690081",2
1059623,"1019700001",4
1059624,"1019700034",3
1059625,"1019700035",5
1059627,"1019700048",24
1059628,"1019700051",16
1059629,"1019700055",8
1059630,"1019700058",13
1059631,"1019700060",15
1059633,"1019700062",3
1059634,"1019700063",2
1059636,"1019700065",18
1059637,"1019700067",3
1059639,"1019700069",3
1059640,"1019700070",5
1059641,"1019700071",7
1059642,"1019700072",6
1059643,"1019700073",10
1059644,"1019700160",5
1059647,"1019750029",1
1059653,"1019760016",3
1059659,"1019760037",5
1059660,"1019760039",4
1059663,"1019760048",2
1059664,"1019760051",4
1059666,"1019760055",3
1059668,"1019760061",4
1059670,"1019770018",6
1059671,"1019770021",8
1059672,"1019770023",1
1059673,"1019770026",3
1059674,"1019770028",8
1059675,"1019770029",1
1059677,"1019770033",1
1059678,"1019770034",5
1059679,"1019770035",3
1059680,"1019770036",2
1059681,"1019770037",2
1059683,"1019770042",12
1059684,"1019770044",3
1059686,"1019770046",26
1059691,"1019820005",3
1059701,"1019820029",11
1059703,"1019820031",17
1059710,"1019820059",1
1059711,"1019820061",10
1059712,"1019820063",1
1059713,"1019820065",1
1059714,"1019820067",13
1059715,"1019820068",1
1059716,"1019820069",2
1059717,"1019820071",4
1059718,"1019820073",5
1059731,"1019870012",9
1059732,"1019870013",3
1059733,"1019870015",4
1059738,"1019870029",7
1059739,"1019870031",14
1059740,"1019870033",8
1059741,"1019870034",8
1059742,"1019870036",15
1059745,"1019870041",2
1059746,"1019870046",11
1059748,"1019870050",1
1059749,"1019870051",6
1059752,"1019880008",1
1059753,"1019880010",4
1059756,"1019880016",4
1059759,"1019880021",5
1059762,"1019880025",13
1059764,"1019880029",19
1059766,"1019880033",8
1059767,"1019880034",9
1059768,"1019880036",2
1059769,"1019880037",1
1059770,"1019880039",17
1059771,"1019880040",1
1059772,"1019880042",4
1059773,"1019880044",11
1059774,"1019880046",17
1059775,"1019880048",11
1059776,"1019880050",1
1059780,"1019880074",9
1059782,"1019880081",9
1059783,"1019880083",5
1059784,"1019880085",8
1059785,"1019880086",9
1059786,"1019880088",1
1059788,"1019880091",1
1059789,"1019880093",3
1059790,"1019880094",5
1059791,"1019880096",6
1059792,"1019880098",7
1059794,"1019880101",4
1059795,"1019880103",9
1059796,"1019880105",11
1059797,"1019880106",13
1059798,"1019880107",6
1059799,"1019880109",6
1059801,"1019880114",11
1059802,"1019880115",27
1059803,"1019880117",1
1059804,"1019880118",6
1059805,"1019880120",11
1059806,"1019880121",8
1059807,"1019880123",6
1059808,"1019880127",6
1059810,"1019880134",8
1059817,"1019900001",1
1059820,"1019900013",1
1059827,"1019900044",3
1059829,"1019900052",1
1059830,"1019900053",3
1059831,"1019900054",2
1059837,"1019930015",5
1059838,"1019930021",3
1059840,"1019930033",1
1059842,"1019930037",4
1059843,"1019930039",1
1059844,"1019930040",1
1059846,"1019930047",4
1059847,"1019930053",2
1059848,"1019930057",3
1059849,"1019930073",7
1059850,"1019930076",2
1059851,"1019930079",1
1059853,"1019930082",3
1059854,"1019930083",2
1059855,"1019930086",5
1059856,"1019930088",2
1059858,"1019930092",20
1059860,"1019930102",3
1059861,"1019930104",1
1059863,"1019930106",3
1059864,"1019930107",4
1059865,"1019930108",2
1059866,"1019930112",3
1059869,"1019940045",2
1059871,"1019940060",2
1059872,"1019940062",5
1059873,"1019940066",1
1059874,"1019940069",7
1059875,"1019940072",5
1059876,"1019940081",1
1059877,"1019940084",1
1059878,"1019940088",4
1059879,"1019940093",1
1059880,"1019950001",22
1059881,"1019950005",11
1059882,"1019950010",10
1059883,"1019950016",1
1059891,"1019950063",7
1059935,"1019990029",22
1059937,"1019990031",10
1059938,"1019990032",7
1059940,"1019990036",14
1059943,"1020010055",13
1059944,"1020010058",8
1059945,"1020010060",5
1059949,"1020020002",12
1059950,"1020020011",11
1059951,"1020020014",9
1059952,"1020020017",1
1059953,"1020020019",2
1059954,"1020020021",6
1059955,"1020020022",8
1059956,"1020020024",2
1059957,"1020020026",11
1059958,"1020020033",19
1059959,"1020020034",25
1059963,"1020020042",8
1059964,"1020020050",11
1059965,"1020020052",14
1059966,"1020020055",7
1059967,"1020020057",1
1059968,"1020020061",9
1059969,"1020020067",51
1059970,"1020020069",14
1059971,"1020020073",7
1059974,"1020020079",6
1059975,"1020020089",1
1059976,"1020020091",9
1059977,"1020020093",8
1059978,"1020020095",1
1059979,"1020020097",17
1059980,"1020020101",14
1059991,"1020060011",28
1059992,"1020060014",25
1059993,"1020060015",17
1059994,"1020060016",10
1059995,"1020060017",15
1059996,"1020060020",19
1059997,"1020060022",47
1059998,"1020060024",22
1059999,"1020060025",26
1060000,"1020060027",14
1060001,"1020060028",8
1060002,"1020060029",5
1060007,"1020060036",15
1060008,"1020060037",2
1060009,"1020060038",26
1060010,"1020060042",11
1060011,"1020060045",7
1060012,"1020060049",9
1060015,"1020070001",6
1060016,"1020070002",13
1060020,"1020070009",14
1060021,"1020070010",1
1060022,"1020070010",8
1060023,"1020070010",3
1060025,"1020070020",12
1060026,"1020070021",10
1060027,"1020070023",10
1060028,"1020070025",7
1060029,"1020070026",11
1060030,"1020070028",4
1060031,"1020077501",5
1060035,"1020070036",48
1060041,"1020070047",2
1060043,"1020070049",1
1060044,"1020070050",3
1060045,"1020070054",19
1060046,"1020070055",15
1060049,"1020070058",17
1060050,"1020070059",8
1060053,"1020080006",53
1060054,"1020080013",17
1060056,"1020080053",16
1060057,"1020080057",34
1060062,"1020090008",14
1060063,"1020090012",32
1060064,"1020090018",29
1060065,"1020090023",8
1060066,"1020090029",10
1060067,"1020090033",4
1060068,"1020090039",26
1060070,"1020090045",28
1060071,"1020090046",5
1060072,"1020090047",14
1060074,"1020090047",9
1060076,"1020090052",7
1060077,"1020090053",7
1060078,"1020090054",27
1060079,"1020090061",2
1060083,"1020100001",7
1060084,"1020100003",10
1060085,"1020100006",36
1060086,"1020100011",32
1060087,"1020100018",47
1060088,"1020100021",53
1060089,"1020100024",7
1060090,"1020100028",2
1060091,"1020100030",1
1060093,"1020100034",3
1060094,"1020100036",6
1060095,"1020100042",42
1060097,"1020100054",38
1060098,"1020100061",23
1060100,"1020100064",1
1060101,"1020110001",16
1060110,"1020110020",8
1060114,"1020110026",5
1060115,"1020110029",16
1060118,"1020110034",5
1060119,"1020110036",25
1060120,"1020110038",25
1060121,"1020110050",12
1060135,"1020120017",21
1060138,"1020120022",14
1060144,"1020120039",11
1060145,"1020120041",8
1060146,"1020120042",12
1060147,"1020120044",6
1060148,"1020120045",22
1060149,"1020120051",20
1060151,"1020120054",1
1060153,"1020120057",14
1060162,"1020130012",12
1060168,"1020130024",6
1060176,"1020140001",10
1060178,"1020140006",7
1060179,"1020140008",12
1060182,"1020140013",9
1060183,"1020140014",17
1060184,"1020140016",25
1060185,"1020140018",23
1060186,"1020140020",18
1060192,"1020140061",6
1060193,"1020140063",5
1060194,"1020140064",6
1060218,"1020230026",1
1060220,"1020230028",25
1060224,"1020230036",1
1060249,"1020237505",1
1060261,"1020237502",1
1060264,"1020240001",2
1060282,"1020240020",1
1060295,"1020240035",2
1060319,"1020240061",1
1060322,"1020240064",2
1060339,"1020240144",2
1060342,"1020240151",2
1060346,"1020250001",7
1060351,"1020250006",1
1060352,"1020250007",1
1060353,"1020250008",4
1060355,"1020250011",2
1060357,"1020250013",4
1060365,"1020250021",1
1060371,"1020250029",4
1060372,"1020250034",35
1060375,"1020250041",9
1060376,"1020250043",4
1060377,"1020250044",27
1060378,"1020250046",20
1060379,"1020250047",23
1060380,"1020250049",27
1060381,"1020250050",18
1060382,"1020250052",12
1060383,"1020250053",7
1060384,"1020250055",16
1060385,"1020250056",8
1060386,"1020250058",12
1060387,"1020250060",5
1060388,"1020250061",32
1060395,"1020260001",41
1060396,"1020260005",5
1060397,"1020260006",4
1060399,"1020260007",8
1060401,"1020260009",14
1060404,"1020260014",12
1060408,"1020260020",8
1060409,"1020260022",6
1060410,"1020260023",3
1060411,"1020260026",11
1060412,"1020260027",6
1060413,"1020260029",48
1060414,"1020260041",24
1060415,"1020260043",11
1060416,"1020260045",14
1060420,"1020260051",19
1060421,"1020260053",9
1060422,"1020260054",7
1060423,"1020260056",5
1060433,"1020290029",7
1060437,"1020290039",19
1060439,"1020300001",15
1060440,"1020300002",16
1060441,"1020300003",14
1060442,"1020300004",10
1060444,"1020300007",5
1060445,"1020300008",4
1060447,"1020300010",46
1060451,"1020300017",4
1060452,"1020300021",10
1060454,"1020300026",5
1060455,"1020300027",14
1060456,"1020300029",19
1060457,"1020300031",28
1060458,"1020300033",2
1060459,"1020300034",12
1060460,"1020300036",18
1060473,"1020310007",55
1060475,"1020310012",29
1060477,"1020310014",23
1060478,"1020310017",31
1060479,"1020310018",22
1060480,"1020310020",18
1060482,"1020310029",17
1060483,"1020310031",22
1060484,"1020310033",2
1060485,"1020310035",5
1060486,"1020310037",7
1060487,"1020310038",50
1060492,"1020310053",9
1060493,"1020310054",79
1060496,"1020320005",12
1060497,"1020320006",11
1060498,"1020320007",21
1060499,"1020320008",18
1060500,"1020320009",8
1060501,"1020320010",13
1060502,"1020320013",13
1060504,"1020320019",62
1060506,"1020320029",3
1060509,"1020320032",1
1060510,"1020320033",2
1060511,"1020320043",49
1060512,"1020320055",42
1060513,"1020320056",16
1060514,"1020320058",8
1060515,"1020320060",10
1060516,"1020320061",26
1060523,"1020330009",2
1060524,"1020330010",2
1060525,"1020330011",2
1060527,"1020330018",23
1060528,"1020330020",11
1060530,"1020330023",18
1060531,"1020330024",3
1060532,"1020330026",10
1060533,"1020330027",12
1060534,"1020330029",14
1060535,"1020330031",15
1060536,"1020330033",14
1060537,"1020330034",9
1060538,"1020330036",5
1060550,"1020340003",1
1060559,"1020340021",28
1060561,"1020340024",14
1060562,"1020340025",14
1060563,"1020340027",10
1060564,"1020340032",15
1060565,"1020340033",13
1060568,"1020340036",11
1060569,"1020340038",5
1060570,"1020340039",17
1060571,"1020340040",14
1060572,"1020340041",42
1060573,"1020340045",17
1060574,"1020340047",13
1060575,"1020340048",16
1060576,"1020340050",12
1060578,"1020340053",16
1060579,"1020340055",11
1060580,"1020340056",8
1060581,"1020340058",10
1060582,"1020340060",20
1060583,"1020340061",11
1060584,"1020340063",2
1060585,"1020340064",12
1060586,"1020360001",45
1060587,"1020360005",11
1060589,"1020360018",11
1060590,"1020360019",5
1060591,"1020360021",26
1060592,"1020360022",12
1060595,"1020360038",81
1060599,"1020360056",15
1060600,"1020360057",5
1060602,"1020360061",35
1060603,"1020360064",23
1060608,"1020380005",28
1060609,"1020380007",15
1060610,"1020380009",31
1060614,"1020380061",21
1060617,"1020390001",58
1060619,"1020390005",2
1060623,"1020390055",42
1060625,"1020390058",30
1060627,"1020390061",42
1060629,"1020400004",1
1060634,"1020400063",3
1060635,"1020400064",2
1060639,"1020410004",4
1060656,"1020410031",17
1060662,"1020410041",2
1060666,"1020410045",6
1060668,"1020410047",5
1060681,"1020410068",8
1060682,"1020410072",1
1060691,"1020410127",1
1060718,"1020420022",1
1060736,"1020430001",8
1060737,"1020430002",7
1060738,"1020430003",6
1060739,"1020430004",9
1060741,"1020430007",3
1060745,"1020430011",5
1060746,"1020430012",5
1060747,"1020430013",2
1060748,"1020430014",1
1060749,"1020430015",10
1060750,"1020430016",24
1060751,"1020430017",21
1060752,"1020430018",30
1060755,"1020430022",10
1060756,"1020430023",4
1060757,"1020430024",13
1060758,"1020430025",15
1060764,"1020440002",15
1060769,"1020440007",11
1060771,"1020440009",4
1060772,"1020440010",6
1060773,"1020440013",4
1060775,"1020440015",3
1060776,"1020440016",3
1060780,"1020440022",4
1060788,"1020447501",3
1060804,"1020450011",3
1060808,"1020450026",2
1060811,"1020450030",3
1060812,"1020450031",12
1060813,"1020450036",21
1060814,"1020450037",18
1060815,"1020450038",30
1060822,"1020450057",7
1060823,"1020450058",5
1060825,"1020450060",5
1060830,"1020450069",17
1060832,"1020450072",7
1060833,"1020450073",2
1060835,"1020450075",8
1060836,"1020450076",5
1060837,"1020450077",4
1060838,"1020450079",11
1060839,"1020450083",51
1060840,"1020450086",7
1060846,"1020450096",13
1060847,"1020450097",4
1060849,"1020450100",17
1060850,"1020450102",27
1060851,"1020450127",3
1060853,"1020460001",12
1060854,"1020460007",51
1060855,"1020460018",3
1060856,"1020460020",24
1060857,"1020460022",14
1060858,"1020460024",25
1060859,"1020460025",27
1060860,"1020460028",2
1060861,"1020460029",7
1060865,"1020460033",8
1060866,"1020460034",1
1060867,"1020460039",11
1060868,"1020460041",6
1060869,"1020460043",35
1060870,"1020460050",4
1060871,"1020460051",11
1060872,"1020460063",15
1060873,"1020460053",28
1060874,"1020460056",27
1060875,"1020460063",46
1060880,"1020470001",5
1060881,"1020470003",11
1060882,"1020470004",8
1060884,"1020470007",1
1060891,"1020470020",36
1060892,"1020470021",13
1060893,"1020470023",11
1060894,"1020470025",15
1060895,"1020470029",12
1060896,"1020470030",14
1060897,"1020470031",24
1060898,"1020470032",12
1060899,"1020470033",3
1060905,"1020480011",21
1060906,"1020480016",23
1060907,"1020480021",40
1060908,"1020480025",63
1060909,"1020480033",3
1060910,"1020480037",38
1060913,"1020480040",5
1060914,"1020480041",2
1060915,"1020480042",8
1060916,"1020480043",3
1060917,"1020480044",3
1060919,"1020480046",3
1060922,"1020480141",8
1060927,"1020500007",28
1060928,"1020500011",2
1060929,"1020500015",26
1060945,"1020500039",2
1060946,"1020500040",2
1060947,"1020500041",7
1060953,"1020500051",2
1060987,"1020500100",12
1061000,"1020500113",15
1061001,"1020500118",32
1061002,"1020500131",14
1061038,"1020510001",15
1061039,"1020510004",3
1061040,"1020510007",7
1061041,"1020510008",10
1061042,"1020510011",2
1061043,"1020510012",5
1061044,"1020510013",7
1061045,"1020510014",6
1061046,"1020510015",11
1061047,"1020510020",42
1061048,"1020510029",29
1061049,"1020510031",4
1061050,"1020510033",10
1061051,"1020510035",43
1061052,"1020510039",16
1061053,"1020510043",4
1061054,"1020510045",2
1061056,"1020510056",3
1061060,"1020510060",6
1061076,"1020510081",18
1061077,"1020510083",25
1061078,"1020510085",13
1061080,"1020510089",4
1061081,"1020510091",6
1061082,"1020510093",6
1061083,"1020510098",32
1061085,"1020510104",1
1061087,"1020510106",1
1061124,"1020530001",29
1061125,"1020530009",37
1061126,"1020530014",33
1061127,"1020530020",18
1061128,"1020530024",9
1061130,"1020530033",58
1061133,"1020530058",7
1061150,"1020530085",1
1061152,"1020530090",8
1061153,"1020530096",16
1061154,"1020530101",11
1061155,"1020530111",32
1061156,"1020530114",24
1061157,"1020530122",2
1061162,"1020540001",3
1061163,"1020540006",22
1061164,"1020540012",2
1061165,"1020540014",17
1061167,"1020540016",13
1061169,"1020540020",2
1061170,"1020540022",17
1061171,"1020540025",13
1061172,"1020540027",22
1061174,"1020540030",10
1061175,"1020540032",17
1061176,"1020540033",11
1061177,"1020540035",4
1061178,"1020540036",36
1061182,"1020540046",16
1061183,"1020540049",15
1061184,"1020540053",10
1061185,"1020540056",8
1061186,"1020540062",15
1061187,"1020540075",28
1061188,"1020540079",8
1061189,"1020540082",28
1061190,"1020540089",7
1061191,"1020540092",11
1061192,"1020540096",24
1061193,"1020570029",9
1061203,"1020570039",32
1061204,"1020570046",1
1061208,"1020570050",4
1061211,"1020570053",4
1061214,"1020570056",2
1061221,"1020580001",53
1061236,"1020580017",3
1061246,"1020580029",4
1061252,"1020580040",1
1061253,"1020580047",29
1061254,"1020580050",2
1061258,"1020580058",5
1061284,"1020590016",1
1061285,"1020590017",14
1061299,"1020590031",3
1061300,"1020590032",11
1061318,"1020590052",1
1061327,"1020590061",5
1061331,"1020590111",1
1061334,"1020590151",3
1061342,"1020600012",16
1061343,"1020600014",3
1061347,"1020600025",11
1061348,"1020600028",15
1061349,"1020600029",6
1061350,"1020600031",6
1061352,"1020600034",6
1061357,"1020600041",1
1061360,"1020600044",12
1061361,"1020600046",12
1061362,"1020600047",8
1061364,"1020600052",3
1061367,"1020600056",2
1061369,"1020600058",3
1061370,"1020600060",3
1061376,"1020610001",2
1061377,"1020610002",3
1061378,"1020610003",6
1061379,"1020610004",14
1061388,"1020610022",1
1061395,"1020610029",6
1061397,"1020610033",2
1061412,"1020610051",1
1061414,"1020610060",19
1061416,"1020610062",15
1061417,"1020610063",5
1061418,"1020610064",7
1061426,"1020610134",1
1061430,"1020610144",1
1061431,"1020620001",5
1061436,"1020620009",2
1061442,"1020620023",1
1061455,"1020620037",39
1061456,"1020620041",26
1061466,"1020620054",39
1061468,"1020620061",12
1061487,"1020630004",9
1061488,"1020630005",7
1061489,"1020630007",15
1061507,"1020630026",3
1061510,"1020630029",1
1061511,"1020630030",1
1061512,"1020630031",1
1061517,"1020630036",1
1061525,"1020630050",5
1061526,"1020630054",26
1061527,"1020630057",37
1061528,"1020630060",5
1061529,"1020630061",2
1061531,"1020630062",17
1061538,"1020630129",1
1061539,"1020630136",1
1061542,"1020640018",72
1061544,"1020640029",4
1061545,"1020640030",3
1061546,"1020640031",3
1061550,"1020640036",31
1061551,"1020640039",24
1061554,"1020640045",4
1061561,"1020640054",17
1061562,"1020640056",9
1061563,"1020640059",3
1061564,"1020640060",1
1061575,"1020650014",24
1061577,"1020650021",1
1061578,"1020650022",2
1061581,"1020650038",14
1061584,"1020650042",1
1061587,"1020650048",1
1061588,"1020650061",4
1061591,"1020660019",9
1061593,"1020660029",6
1061595,"1020660034",16
1061596,"1020660034",8
1061598,"1020660046",4
1061600,"1020660051",6
1061601,"1020660054",14
1061604,"1020660057",2
1061608,"1020677501",3
1061612,"1020670012",11
1061614,"1020670018",8
1061623,"1020670034",10
1061625,"1020670036",4
1061630,"1020670044",8
1061631,"1020670047",2
1061632,"1020670050",2
1061639,"1020670060",1
1061650,"1020680001",1
1061651,"1020680002",20
1061652,"1020680003",29
1061653,"1020680004",23
1061659,"1020680011",6
1061660,"1020680013",37
1061661,"1020680024",7
1061662,"1020680025",3
1061663,"1020680026",8
1061664,"1020680027",4
1061682,"1020680051",13
1061683,"1020680053",4
1061684,"1020680054",1
1061692,"1020680062",7
1061700,"1020690001",24
1061701,"1020690008",14
1061702,"1020690011",16
1061703,"1020690014",16
1061706,"1020690042",16
1061708,"1020690048",25
1061712,"1020700012",42
1061714,"1020700017",12
1061717,"1020700023",3
1061718,"1020700024",1
1061721,"1020700027",28
1061722,"1020700037",4
1061724,"1020700043",3
1061725,"1020700047",6
1061726,"1020710001",35
1061727,"1020710005",15
1061731,"1020710019",5
1061732,"1020710021",10
1061733,"1020710023",7
1061734,"1020710025",2
1061735,"1020710029",15
1061736,"1020710030",1
1061738,"1020710036",21
1061739,"1020710039",2
1061743,"1020710045",3
1061748,"1020710056",4
1061751,"1020710061",47
1061758,"1020720001",2
1061759,"1020720006",4
1061760,"1020720008",4
1061762,"1020720021",1
1061763,"1020720022",3
1061764,"1020720024",3
1061765,"1020720026",5
1061766,"1020720027",1
1061767,"1020720029",3
1061768,"1020720030",15
1061769,"1020720036",9
1061772,"1020720039",57
1061773,"1020720055",6
1061774,"1020720057",3
1061775,"1020720059",2
1061776,"1020720064",5
1061777,"1020730001",52
1061791,"1020730020",9
1061793,"1020730025",23
1061795,"1020730029",13
1061796,"1020730032",1
1061797,"1020730033",10
1061798,"1020730034",4
1061799,"1020730035",5
1061800,"1020730036",5
1061801,"1020730037",7
1061806,"1020730042",1
1061807,"1020730043",2
1061820,"1020730056",3
1061825,"1020730061",2
1061836,"1020730149",9
1061843,"1020740001",27
1061844,"1020740006",1
1061845,"1020740007",7
1061852,"1020740015",5
1061855,"1020740020",1
1061856,"1020740021",2
1061857,"1020740023",26
1061858,"1020740025",9
1061859,"1020740030",9
1061861,"1020740033",21
1061862,"1020740040",5
1061864,"1020740044",23
1061866,"1020740049",29
1061871,"1020740057",8
