"bin","bbl","evictions"
3323039,"3050580031",2
3323049,"3027870017",9
3323056,"3027900022",1
3323062,"3045157501",297
3323063,"3045167501",126
3323085,"3046730035",1
3323086,"3046730035",3
3323114,"3047460011",7
3323115,"3047460011",11
3323148,"3048470004",10
3323149,"3048470004",1
3323150,"3048680034",14
3323151,"3048680034",13
3323153,"3048680046",7
3323163,"3049050063",1
3323168,"3021660001",1
3323169,"3021660001",25
3323171,"3021660001",27
3323275,"3003730046",3
3323276,"3003730046",10
3323277,"3003730052",1
3323289,"3003840072",1
3323330,"3004070035",2
3323534,"3049640047",43
3323535,"3049640047",42
3323536,"3049640047",30
3323537,"3049640047",32
3323545,"3026820008",1
3323663,"3018580024",13
3323664,"3005310013",4
3323666,"3005310013",1
3323667,"3005310018",1
3323668,"3005310018",1
3323669,"3018580024",14
3323671,"3005310022",1
3323672,"3005310022",1
3323673,"3018580024",12
3323676,"3018600011",3
3323677,"3018600011",5
3323680,"3018600059",6
3323713,"3005770025",4
3323717,"3040270001",8
3323718,"3040270001",5
3323719,"3040270001",6
3323724,"3040270001",7
3323725,"3040270001",3
3323726,"3040270001",4
3323727,"3040270001",13
3323729,"3005770046",3
3323749,"3005870041",3
3323751,"3005870145",1
3323762,"3005950050",1
3323786,"3041110057",11
3323798,"3006300015",3
3323838,"3006460040",2
3323843,"3041170035",1
3323878,"3006760011",2
3323937,"3041650050",1
3323938,"3041650050",1
3324005,"3043380001",3
3324006,"3043380001",1
3324211,"3017300010",3
3324213,"3017300014",4
3324222,"3017560026",13
3324223,"3017560026",12
3324224,"3017560026",9
3324225,"3017560026",19
3324259,"3044151377",10
3324260,"3044151001",21
3324261,"3044151278",11
3324262,"3044151002",19
3324263,"3044151179",18
3324265,"3044231002",34
3324266,"3044231300",10
3324270,"3044231201",8
3324273,"3044231001",33
3324307,"3001980008",1
3324368,"3007140044",2
3324373,"3007460039",2
3324376,"3007490005",2
3324388,"3011730001",7
3324389,"3011730001",5
3324392,"3011740046",5
3324402,"3007730044",2
3324413,"3011760009",2
3324414,"3011760009",21
3324429,"3011760054",9
3324430,"3011760054",17
3324432,"3011770028",7
3324440,"3011790097",18
3324448,"3008210012",1
3324453,"3012010058",1
3324454,"3008250001",1
3324455,"3008250001",1
3324462,"3012060005",7
3324464,"3012070012",3
3324465,"3012070012",3
3324466,"3012080064",4
3324467,"3012080064",1
3324475,"3008480003",1
3324476,"3012210018",51
3324491,"3008630038",3
3324498,"3012260055",5
3324521,"3008730068",1
3324522,"3012510001",33
3324527,"3012590047",5
3324528,"3012590047",4
3324530,"3012630058",16
3324531,"3012660012",6
3324532,"3012660012",9
3324533,"3012690063",13
3324534,"3012690063",9
3324538,"3012770007",6
3324539,"3012770007",5
3324579,"3013340175",2
3324604,"3013480005",1
3324646,"3013800018",14
3324647,"3013800018",14
3324648,"3013910061",11
3324649,"3013910061",7
3324650,"3014060037",2
3324651,"3014060037",8
3324660,"3014330043",11
3324661,"3014340001",153
3324663,"3014340001",147
3324665,"3014420028",3
3324684,"3014670001",22
3324685,"3014670001",36
3324686,"3014670001",10
3324727,"3015790008",1
3324735,"3021310001",7
3324736,"3021320026",1
3324774,"3022660012",5
3324813,"3023180001",1
3324821,"3023180029",1
3324823,"3023180037",2
3324873,"3023310003",2
3324955,"3009570014",1
3324986,"3016120001",3
3324987,"3016140058",25
3324995,"3016190010",2
3324999,"3016220034",18
3325000,"3016220034",15
3325009,"3016290001",39
3325010,"3016290001",39
3325011,"3016290001",43
3325013,"3016330060",28
3325014,"3016330060",32
3325015,"3016340001",34
3325016,"3016340001",38
3325017,"3016340001",37
3325018,"3016340001",40
3325022,"3016340067",2
3325023,"3016370075",1
3325053,"3016470084",9
3325054,"3016470084",6
3325117,"3010400061",1
3325118,"3010400061",2
3325195,"3010710034",2
3325254,"3011420008",4
3325284,"3011550054",4
3325285,"3011550052",1
3325287,"3031970017",3
3325355,"3028930042",2
3325441,"3032080011",3
3325460,"3032180039",4
3325496,"3032340054",3
3325499,"3032350013",1
3325500,"3032360037",1
3325532,"3032450037",2
3325548,"3032480040",1
3325605,"3032630010",1
3325637,"3032680012",2
3325658,"3032760001",10
3325659,"3032760001",9
3325684,"3032860001",5
3325686,"3032860001",3
3325688,"3032860001",6
3325690,"3032890012",2
3325694,"3032970001",4
3325697,"3032970001",2
3325854,"3030610018",33
3325867,"3030700023",3
3325911,"3000860011",1
3325912,"3000860011",3
3325913,"3000860011",1
3325914,"3000860011",2
3325916,"3000860011",1
3325917,"3000860011",2
3325941,"3001820057",1
3325957,"3030970018",1
3326008,"3001970055",1
3326019,"3002170001",3
3326036,"3002530007",1
3326048,"3002780002",1
3326076,"3031360040",2
3326083,"3029170025",3
3326093,"3029180044",5
3326119,"3020960006",5
3326129,"3020970007",14
3326132,"3020970007",6
3326179,"3033530005",2
3326199,"3033780014",1
3326200,"3033780014",1
3326201,"3020970015",7
3326204,"3020970015",4
3326238,"3033980007",2
3326299,"3032250041",6
3326308,"3032300002",5
3326316,"3034200018",1
3326352,"3034300050",4
3326365,"3034710001",2
3326394,"3033200021",1
3326401,"3034870065",9
3326460,"3034940028",14
3326465,"3034330001",1
3326495,"3035730001",6
3326496,"3035730001",1
3326497,"3035730001",6
3326499,"3035730001",4
3326500,"3035130001",11
3326501,"3035130001",51
3326502,"3035130001",20
3326503,"3035130001",8
3326534,"3035740001",3
3326535,"3035740001",2
3326536,"3035740001",5
3326537,"3035740001",4
3326538,"3035740001",5
3326539,"3035740001",2
3326540,"3035740001",3
3326551,"3035880001",2
3326557,"3035880001",5
3326558,"3035880001",4
3326559,"3035880001",4
3326560,"3035880001",1
3326561,"3035880001",4
3326582,"3035900011",216
3326585,"3035900050",240
3326600,"3036280001",182
3326601,"3036280001",255
3326602,"3036330001",17
3326603,"3036330001",11
3326604,"3036340001",37
3326625,"3035220034",1
3326951,"3037160014",4
3327160,"3039910002",9
3327221,"3049670040",49
3327222,"3049670040",44
3327223,"3049670040",35
3327224,"3049670040",39
3327225,"3049670040",39
3327226,"3049670040",46
3327227,"3049670040",42
3327228,"3049670040",34
3327229,"3049670040",43
3327230,"3049670040",32
3327231,"3049670040",25
3327232,"3049670040",42
3327263,"3027780005",1
3327269,"3050000200",51
3327270,"3050000200",47
3327271,"3050000200",32
3327274,"3050551021",1
3327275,"3050557501",3
3327276,"3050580016",23
3327277,"3050580016",15
3327278,"3050590056",3
3327279,"3050590056",1
3327281,"3050740055",3
3327282,"3050740055",4
3327283,"3050810028",56
3327285,"3050870032",8
3327286,"3050870032",14
3327287,"3051070097",3
3327291,"3051230031",5
3327292,"3051230031",4
3327293,"3051240040",47
3327294,"3051240040",42
3327298,"3051630057",7
3327300,"3051710083",2
3327303,"3051880022",5
3327304,"3051880022",13
3327305,"3051900061",18
3327306,"3051900061",21
3327313,"3052130062",1
3327323,"3052250037",2
3327324,"3052250037",2
3327325,"3052350040",4
3327326,"3052350040",7
3327327,"3052400001",11
3327328,"3052400001",23
3327329,"3052400001",17
3327334,"3052500011",15
3327336,"3049810050",38
3327337,"3049810050",25
3327338,"3049810050",33
3327339,"3049810050",23
3327340,"3049810050",48
3327341,"3049810050",34
3327342,"3049810050",41
3327343,"3049810050",32
3327344,"3049810050",37
3327345,"3049810050",45
3327372,"3053300024",21
3327402,"3049950030",39
3327403,"3049950030",32
3327404,"3049950030",26
3327405,"3049950030",42
3327406,"3049950030",34
3327407,"3049950030",58
3327408,"3049950030",44
3327409,"3049950030",35
3327544,"3049810001",22
3327545,"3049810001",45
3327546,"3049810001",32
3327547,"3049810001",36
3327548,"3049810001",48
3327549,"3049810001",35
3327550,"3049810001",46
3327551,"3049810001",46
3327552,"3049810001",39
3327553,"3049810001",30
3327618,"3055660005",2
3327619,"3055660005",2
3327620,"3055660005",1
3327688,"3048280001",3
3327708,"3048290003",24
3327709,"3048290004",34
3327727,"3056830040",8
3327728,"3056830040",3
3327785,"3046110038",6
3327787,"3046110038",27
3327803,"3048200017",5
3327804,"3048200017",6
3327808,"3065360013",1
3327809,"3065360013",1
3327812,"3065360013",1
3327813,"3065360013",3
3327866,"3030080008",1
3327913,"3030320032",1
3327927,"3030450008",1
3327943,"3030530008",1
3327962,"3030710010",5
3327963,"3030710010",10
3327964,"3030710010",9
3327965,"3030720001",2
3327966,"3030720001",6
3327967,"3030720001",21
3327971,"3030770001",62
3327972,"3030770001",45
3327993,"3031310042",3
3327997,"3031320013",2
3327999,"3031340044",2
3328009,"3031570044",1
3328017,"3037690001",47
3328018,"3037690001",49
3328019,"3037370001",52
3328020,"3037370001",47
3328039,"3037700022",65
3328070,"3031720043",1
3328072,"3031720047",1
3328136,"3038030011",25
3328137,"3038030011",6
3328141,"3038030011",4
3328145,"3038030011",3
3328146,"3038030011",2
3328147,"3038030011",7
3328161,"3050520027",2
3328200,"3039080005",10
3328203,"3039080005",9
3328274,"3039560028",1
3328275,"3039560028",1
3328415,"3039800011",3
3328499,"3064690001",10
3328500,"3064690001",6
3328501,"3064690001",6
3328502,"3064690001",18
3328503,"3064690001",8
3328504,"3064690001",8
3328505,"3064690001",5
3328506,"3064690001",5
3328507,"3064690001",7
3328508,"3064690001",6
3328514,"3064670012",4
3328515,"3064670012",9
3328516,"3064670012",7
3328517,"3064670012",7
3328518,"3064670012",12
3328519,"3064670012",10
3328520,"3064670012",10
3328521,"3064670012",11
3328522,"3064670012",8
3328523,"3064670012",13
3328524,"3064670012",5
3328577,"3055720040",1
3328612,"3056410009",1
3328630,"3064620040",1
3328631,"3064620040",1
3328636,"3064620040",2
3328640,"3064620040",1
3328647,"3064620040",1
3328935,"3069630003",50
3329067,"3064890001",18
3329068,"3064890001",10
3329069,"3064890001",11
3329070,"3064890001",13
3329071,"3064890001",7
3329072,"3064890001",13
3329117,"3064890001",24
3329118,"3064890001",8
3329127,"3064890001",17
3329128,"3064890001",5
3329129,"3064890001",11
3329136,"3053560042",1
3329138,"3053560042",1
3329139,"3053560042",2
3329160,"3052230071",11
3329161,"3052230071",9
3329165,"3064160032",1
3329408,"3000280005",12
3329443,"3001650022",10
3329570,"3016140054",11
3329591,"3017030036",3
3329694,"3018270002",8
3329705,"3018580039",2
3329820,"3019090011",8
3329837,"3019100052",17
3329903,"3019520016",5
3329910,"3008130074",5
3329920,"3022897501",5
3330251,"3008790001",7
3330561,"3079270010",3
3330564,"3024320027",5
3330589,"3010487501",2
3330660,"3011530010",4
3330777,"3011480001",13
3330829,"3013620050",10
3330843,"3014610033",1
3330846,"3014690019",2
3330850,"3014790018",3
3330998,"3078950044",1
3331025,"3060990013",6
3331037,"3062040001",1
3331038,"3062040001",3
3331212,"3034940028",6
3331251,"3018460009",4
3331264,"3003510034",3
3331317,"3021860001",51
3331320,"3021860001",39
3331321,"3021860001",43
3331323,"3021860001",39
3331327,"3003107502",2
3331330,"3003101201",2
3331367,"3042970005",6
3331370,"3042970005",15
3331617,"3027870019",6
3331658,"3045161003",166
3332245,"3017080069",3
3332251,"3017820055",16
3332262,"3018930061",2
3332526,"3014150002",3
3332543,"3014910012",8
3334397,"3047000042",19
3334547,"3071620016",3
3334548,"3071620016",2
3334940,"3019110001",23
3335015,"3019520016",10
3335077,"3063090048",1
3335100,"3020120027",1
3335108,"3020130033",1
3335113,"3020140035",1
3335223,"3020310054",1
3335422,"3044141001",2
3335727,"3023500026",1
3335868,"3000360016",8
3335874,"3000510012",6
3335876,"3000510001",7
3335919,"3001970040",1
3335928,"3002310001",1
3336005,"3003250001",1
3336033,"3003660028",1
3336130,"3038740014",1
3336133,"3038750044",3
3336138,"3039460138",4
3336150,"3039720020",1
3336173,"3044350001",140
3336174,"3044350001",142
3336175,"3044350001",146
3336176,"3044350001",120
3336177,"3044350001",130
3336213,"3050900050",4
3336220,"3051050001",1
3336235,"3051650065",1
3336236,"3051880001",1
3336264,"3004480037",1
3336387,"3062480006",5
3336388,"3062480006",3
3336453,"3064680016",26
3336454,"3064680016",23
3336455,"3064680016",37
3336474,"3005220001",1
3336479,"3005230018",19
3336511,"3069330055",2
3336544,"3070220029",1
3336547,"3070520034",132
3336551,"3005390014",1
3336729,"3073920001",1
3336730,"3073920001",3
3336731,"3073920001",1
3336732,"3073920001",9
3336952,"3079667501",1
3336998,"3040430001",5
3336999,"3040430001",1
3337002,"3040430001",2
3337003,"3040430001",8
3337004,"3040430001",1
3337005,"3040440001",2
3337006,"3040440001",7
3337007,"3040440001",3
3337008,"3040440001",4
3337009,"3040440001",1
3337010,"3040440001",9
3337011,"3040440001",6
3337012,"3040440001",15
3337014,"3040440001",1
3337095,"3049640040",41
3337096,"3049640040",32
3337101,"3049640040",35
3337103,"3049640040",37
3337150,"3059060018",22
3337152,"3059060018",1
3337181,"3061370100",2
3337203,"3061370200",1
3337264,"3069190001",4
3337265,"3069190001",6
3337267,"3070210032",4
3337269,"3070210032",2
3337333,"3008470001",1
3337334,"3008470003",1
3337341,"3008630003",2
3337460,"3009620001",3
3337658,"3039180013",2
3337746,"3026200001",1
3337837,"3011560001",7
3337840,"3011670010",1
3337852,"3012640040",5
3337865,"3012810017",16
3337867,"3012830001",59
3337896,"3014360001",6
3337901,"3014500001",1
3337909,"3014950001",15
3338084,"3016740001",1
3338090,"3017020001",4
3338091,"3017020001",8
3338092,"3017020001",2
3338093,"3017020001",2
3338094,"3017020001",11
3338095,"3017020001",7
3338096,"3017020001",1
3338097,"3017020001",3
3338098,"3017020001",3
3338099,"3017020001",8
3338100,"3017020001",4
3338101,"3017020001",9
3338102,"3017020001",7
3338103,"3017020001",9
3338104,"3017020001",2
3338105,"3017020001",1
3338106,"3017020001",2
3338108,"3017030034",4
3338124,"3017080001",4
3338126,"3017080001",5
3338127,"3017080001",5
3338128,"3017080001",1
3338129,"3017080001",4
3338130,"3017080001",2
3338137,"3017080001",9
3338140,"3017080001",6
3338141,"3017080001",18
3338144,"3017080001",6
3338145,"3017080001",3
3338146,"3017080001",7
3338147,"3017080001",6
3338149,"3017080001",1
3338154,"3017080001",3
3338187,"3027820021",1
3338217,"3027920002",2
3338218,"3027920002",4
3338305,"3028850020",8
3338307,"3028850032",1
3338308,"3028850023",5
3338333,"3029200028",1
3338406,"3030450009",1
3338413,"3030580001",69
3338415,"3030580001",63
3338417,"3030620001",1
3338418,"3030710001",2
3338422,"3030780001",27
3338423,"3030780001",34
3338427,"3030960019",1
3338483,"3033080021",1
3338515,"3034890260",14
3338527,"3035870001",2
3338533,"3036690005",3
3338537,"3036690005",4
3338591,"3017390001",5
3338593,"3017390001",4
3338629,"3017670137",4
3338633,"3017720010",3
3338639,"3017780042",2
3338652,"3017850020",50
3338653,"3017850020",51
3338654,"3017850033",5
3338673,"3017970065",1
3338700,"3006361001",2
3338711,"3018320046",3
3338722,"3018410080",2
3338741,"3018500041",1
3338784,"3018670005",4
3338894,"3040430001",5
3339097,"3014950013",10
3339137,"3006390136",4
3339157,"3015910040",28
3339183,"3070520034",152
3339189,"3049640040",40
3339190,"3049640040",35
3339191,"3049640040",48
3339192,"3049640040",39
3339195,"3028850028",1
3339352,"3002780026",2
3339374,"3034200019",2
3339376,"3034370041",1
3339405,"3046290028",1
3339408,"3012680025",1
3339420,"3050240051",2
3339449,"3007400006",1
3339450,"3007400006",2
3339522,"3071610007",2
3339613,"3067070014",19
3339645,"3019150063",4
3339646,"3019150063",4
3339657,"3008700068",1
3339668,"3054080048",2
3339715,"3061620043",12
3339876,"3006450046",3
3339878,"3083590053",3
3340236,"3014870069",7
3340238,"3044520020",122
3340239,"3044520020",134
3340240,"3044520020",86
3340241,"3044520020",117
3340242,"3044520020",130
3340244,"3044520020",84
3340264,"3069620011",26
3340266,"3030620037",1
3340277,"3080107501",1
3340289,"3013270001",25
3340290,"3002680039",1
3340291,"3002680039",3
3340308,"3018130083",5
3340309,"3018130083",13
3340318,"3080381002",1
3340319,"3080381003",1
3340320,"3080381004",2
3340321,"3080381005",2
3340322,"3080381006",2
3340323,"3080387501",2
3340324,"3080381008",1
3340325,"3080381009",4
3340326,"3080381010",2
3340340,"3080131019",3
3340341,"3080131043",4
3340349,"3082371016",1
3340359,"3080891001",4
3340363,"3080897501",1
3340422,"3080131001",2
3340423,"3080131007",4
3340424,"3080131013",2
3340425,"3080131025",2
3340426,"3080131031",4
3340427,"3080137501",2
3340431,"3063140056",1
3340445,"3024950170",3
3340516,"3052140001",8
3340603,"3045900051",18
3340604,"3044560054",3
3340607,"3073080032",17
3340748,"3074687501",2
3341081,"3056050031",1
3341108,"3056080051",2
3341137,"3007470048",2
3341212,"3007820056",15
3341261,"3081900039",7
3341265,"3081900039",2
3341266,"3081900039",3
3341268,"3081900039",6
3341326,"3008300035",1
3341349,"3015210054",2
3341350,"3015210053",1
3341452,"3044231487",1
3341485,"3039870012",5
3341495,"3044231491",3
3341496,"3044231493",6
3341499,"3044231507",2
3341504,"3044231531",1
3341505,"3044231533",1
3341544,"3002580017",1
3341555,"3002580048",1
3341604,"3006480042",2
3341608,"3044157501",14
3341622,"3012210053",146
3341625,"3012340080",2
3341626,"3012340080",2
3341643,"3013830015",3
3341644,"3013830015",4
3341645,"3013830015",6
3341652,"3014330060",2
3341663,"3014730025",24
3341749,"3015880001",60
3341823,"3016370005",1
3341855,"3017740010",6
3341860,"3018110019",80
3341861,"3018160001",42
3341863,"3018160001",36
3341864,"3018160001",32
3341875,"3007230067",1
3341877,"3007830021",1
3341878,"3007830021",2
3341918,"3010850037",1
3341937,"3016270053",5
3341955,"3019460004",20
3341956,"3019460004",20
3341970,"3021370031",1
3341972,"3021370134",1
3342014,"3023220023",1
3342018,"3023460021",5
3342151,"3058510033",1
3342185,"3064620020",1
3342228,"3032200005",4
3342252,"3056930011",1
3342258,"3032760039",5
3342259,"3032760041",3
3342269,"3033230017",5
3342354,"3034210022",1
3342357,"3034240035",24
3342375,"3006467501",1
3342409,"3015270024",16
3342410,"3015270023",4
3342413,"3003040020",1
3342422,"3015270019",1
3342423,"3015270014",2
3342424,"3015270013",2
3342444,"3015260002",5
3342448,"3015250020",3
3342449,"3015250018",6
3342483,"3036340001",29
3342488,"3036340001",30
3342505,"3051857501",1
3342520,"3037690001",48
3342522,"3038020038",8
3342523,"3038020038",6
3342524,"3038020038",11
3342525,"3038020038",3
3342526,"3038030001",12
3342565,"3039640029",1
3342588,"3033590048",10
3342592,"3035870001",2
3342593,"3035870001",1
3342594,"3035870001",6
3342595,"3035870001",1
3342597,"3035870001",1
3342598,"3035870001",1
3342599,"3035870001",2
3342601,"3035870001",2
3342602,"3035870001",6
3342603,"3035870001",5
3342604,"3035870001",1
3342605,"3036150001",18
3342610,"3036150001",4
3342611,"3036150001",8
3342612,"3036150001",6
3342619,"3036160001",6
3342620,"3036160001",10
3342622,"3036160001",8
3342623,"3036160001",25
3342637,"3032860016",4
3342861,"3042130001",11
3342862,"3042130001",5
3342863,"3042130001",4
3342866,"3042130001",4
3342869,"3042130001",1
3342874,"3042130016",3
3342877,"3042130016",5
3342878,"3042130016",8
3342894,"3043380001",3
3342895,"3043380001",1
3342901,"3044520001",100
3342902,"3044520001",138
3342904,"3044520001",152
3342905,"3044520001",132
3342906,"3044520001",137
3342908,"3044520001",139
3343065,"3056660012",1
3343083,"3020060145",1
3343099,"3087101001",17
3343116,"3013740070",7
3343117,"3013140001",11
3343129,"3018310043",3
3343196,"3033740026",7
3343223,"3034870065",5
3343332,"3012810017",12
3343333,"3012810017",6
3343334,"3012810017",13
3343433,"3015021001",1
3343491,"3033020008",1
3343546,"3065790018",1
3343584,"3044520085",20
3343585,"3044520085",134
3343586,"3044520085",14
3343587,"3044520085",59
3343588,"3044520085",94
3343589,"3044520085",96
3343590,"3044520085",82
3343598,"3044520200",97
3343599,"3044520200",58
3343600,"3044520200",98
3343601,"3044520200",94
3343605,"3044520200",23
3343606,"3044520200",13
3343740,"3019247501",1
3343763,"3032960172",1
3343827,"3020060164",1
3343950,"3021681074",3
3344060,"3058410037",3
3344163,"3000270040",2
3344185,"3062040001",4
3344212,"3018630022",1
3344283,"3082731046",1
3344284,"3082731044",2
3344285,"3082731065",1
3344291,"3082731031",2
3344292,"3082731075",3
3344295,"3082731091",1
3344311,"3082731283",1
3344312,"3082731155",1
3344317,"3082731151",1
3344322,"3082731145",1
3344323,"3082731147",1
3344328,"3082731139",1
3344331,"3082731007",1
3344338,"3082731125",1
3344342,"3082731133",2
3344343,"3082731135",1
3344536,"3073590105",1
3344762,"3074570001",1
3345129,"3066820078",3
3345201,"3049640040",33
3345202,"3049640040",35
3345234,"3082731050",2
3345241,"3062840063",1
3345245,"3032690047",1
3345289,"3062120056",1
3345302,"3035730001",3
3345303,"3035730001",2
3345305,"3035730001",1
3345306,"3035730001",6
3345307,"3035730001",5
3345308,"3035730001",1
3345310,"3035730001",4
3345311,"3035740001",3
3345312,"3035740001",7
3345313,"3035740001",4
3345314,"3035740001",5
3345315,"3035740001",4
3345316,"3035740001",3
3345318,"3035740001",1
3345319,"3035740001",6
3345320,"3035740001",5
3345322,"3035740001",5
3345323,"3035740001",7
3345324,"3035740001",2
3345325,"3035740001",7
3345326,"3035740001",1
3345327,"3035740001",8
3345328,"3035740001",6
3345329,"3035740001",3
3345330,"3035740001",1
3345331,"3035740001",11
3345332,"3035740001",2
3345333,"3035740001",9
3345357,"3035880001",3
3345358,"3035880001",14
3345359,"3035880001",8
3345360,"3035880001",2
3345361,"3035880001",2
3345362,"3035880001",7
3345363,"3035880001",3
3345365,"3035880001",5
3345366,"3035880001",1
3345367,"3035880001",6
3345368,"3035880001",3
3345369,"3035880001",2
3345370,"3035880001",4
3345371,"3035880001",4
3345372,"3035880001",1
3345373,"3035880001",5
3345375,"3035880001",3
3345376,"3035880001",3
3345399,"3044690017",3
3345400,"3044690017",1
3345401,"3044690017",2
3345403,"3044690017",5
3345404,"3005240010",1
3345552,"3081900039",7
3345553,"3081900039",3
3345634,"3057690069",1
3345678,"3051640009",3
3345981,"3021397503",1
3346123,"3012170047",4
3346133,"3014297502",2
3346188,"3057100017",2
3346230,"3050300076",1
3346241,"3044560014",1
3346262,"3081900039",11
3346318,"3001860037",2
3346323,"3040430001",22
3346324,"3040430001",6
3346419,"3062250025",1
3346420,"3062250023",1
3346455,"3039950001",1
3346536,"3033070004",1
3346537,"3033580013",2
3346558,"3061690012",1
3346889,"3019850071",2
3346901,"3033350001",13
3347129,"3035650049",5
3347132,"3015260022",4
3347211,"3003950059",17
3347212,"3003950063",1
3347342,"3045170001",215
3347466,"3057147501",1
3347480,"3074370062",1
3347499,"3087207502",4
3347531,"3013337501",7
3347538,"3019850014",20
3347546,"3008290020",3
3347549,"3020060001",2
3347565,"3030700010",2
3347566,"3031320027",2
3347581,"3037820130",72
3347583,"3038080010",18
3347600,"3040140012",20
3347651,"3052600042",1
3347721,"3087797501",1
3347772,"3087207501",1
3347773,"3087207503",1
3348081,"3007750004",1
3348261,"3003367502",1
3348289,"3071000040",4
3348306,"3070620008",5
3348311,"3021657502",1
3348324,"3022501017",1
3348360,"3038080036",21
3348366,"3036920020",5
3348537,"3011480005",1
3348644,"3087207504",3
3348645,"3006640028",1
3348657,"3039840006",3
3348705,"3087207505",3
3348789,"3015990055",1
3348806,"3044141045",2
3348808,"3044141003",2
3348814,"3044141033",1
3348853,"3022407507",1
3348913,"3027910116",1
3349026,"3003907506",1
3349264,"3083410100",9
3349268,"3083410113",4
3349269,"3083410118",4
3349270,"3083410125",6
3349274,"3083410120",6
3350115,"3019521101",1
3350152,"3045710001",37
3350159,"3022417531",1
3350160,"3022417529",1
3350235,"3045710050",53
3350270,"3027060021",1
3350272,"3027060026",5
3350273,"3027060027",1
3350274,"3027060028",2
3350376,"3061271011",1
3350421,"3087202401",1
3350532,"3014540213",1
3350552,"3017750056",1
3378323,"3013570143",1
3378331,"3013570145",1
3378389,"3024170044",2
3378413,"3017551007",1
3378439,"3069190118",1
3378450,"3033010027",4
3378452,"3033010044",2
3378995,"3011560090",7
3381480,"3048570029",1
3383591,"3061100017",1
3385481,"3071247501",2
3387559,"3022730026",33
3387564,"3019680035",2
3387574,"3012230043",9
3387594,"3031450100",3
3387707,"3019137509",1
3387815,"3040180129",1
3387872,"3044550112",1
3387952,"3017690022",3
3387954,"3017690022",1
3387990,"3021347502",71
3387991,"3021347501",2
3387992,"3021347503",3
3388039,"3017080041",1
3388180,"3013920032",1
3388199,"3033050066",1
3388202,"3015940070",1
3388222,"3013670077",1
3388299,"3057651004",1
3388316,"3086637501",1
3388320,"3011560070",6
3388321,"3011560015",1
3388323,"3011560025",3
3388426,"3040390018",3
3388427,"3040390019",3
3388429,"3040390021",5
3388455,"3071620072",2
3388495,"3019257501",1
3388503,"3021860001",60
3388616,"3014810001",5
3388626,"3015340111",1
3388639,"3017080068",1
3388676,"3044650107",2
3388690,"3030400039",1
3388698,"3013020001",275
3388734,"3000457501",1
3388735,"3001867501",3
3388822,"3013690114",2
3388846,"3016010120",2
3388851,"3016220066",2
3388857,"3017570117",4
3388858,"3017570116",5
3388865,"3017670157",3
3388877,"3026590034",2
3388908,"3034140065",5
3388912,"3034410060",2
3388932,"3039810115",4
3388958,"3044800029",3
3388989,"3055910059",3
3389001,"3057830030",1
3389094,"3015400034",3
3389096,"3015400036",1
3389099,"3015630120",3
3389105,"3016037502",1
3389107,"3017710013",3
3389108,"3017710014",7
3389109,"3017710015",2
3389114,"3022427503",1
3389117,"3031960041",2
3389252,"3013490022",5
3389256,"3013490026",3
3389265,"3017120128",1
3389268,"3019250042",3
3389279,"3035890012",30
3389281,"3039990015",2
3389305,"3043110110",1
3389318,"3045180111",2
3389321,"3045180114",1
3389331,"3045180132",3
3389339,"3045180140",3
3389358,"3022627506",1
3389381,"3011317501",1
3389390,"3012170048",2
3389391,"3012170046",1
3389400,"3014740056",1
3389401,"3015350030",1
3389408,"3018050143",1
3389456,"3018710032",1
3389471,"3031570101",9
3389512,"3039460046",1
3389513,"3039460045",2
3389517,"3059351001",1
3389534,"3040040136",1
3389535,"3040040137",2
3389538,"3040040139",3
3389551,"3041050192",1
3389555,"3041340044",1
3389590,"3043600002",1
3389623,"3048920023",1
3389628,"3051100050",2
3389630,"3051100052",1
3389632,"3051300205",1
3389717,"3064371101",1
3389755,"3082960025",4
3389763,"3086671101",1
3389789,"3032450019",2
3389791,"3044710109",22
3389792,"3044710109",33
3389795,"3038100001",16
3389796,"3038750054",33
3389798,"3050650072",6
3389800,"3016010004",12
3389801,"3013810062",3
3389859,"3012470065",1
3389869,"3013390089",1
3389874,"3013420045",1
3389876,"3013420056",6
3389888,"3013480028",3
3389936,"3014460005",1
3389966,"3014810067",2
3389999,"3015520029",1
3390001,"3015610018",1
3390013,"3015940055",2
3390026,"3016020016",5
3390027,"3016020115",3
3390030,"3016100065",2
3390045,"3016320072",2
3390054,"3016570106",1
3390067,"3017120039",1
3390071,"3017140007",3
3390073,"3017140010",1
3390099,"3017720046",1
3390101,"3017740043",3
3390109,"3017770010",3
3390126,"3017860072",1
3390140,"3017950002",2
3390155,"3018050055",3
3390156,"3018060050",1
3390165,"3018100071",4
3390179,"3018170082",3
3390182,"3018230095",2
3390196,"3018640060",2
3390213,"3019880042",1
3390220,"3020450053",2
3390300,"3032930014",1
3390306,"3033210113",1
3390316,"3033570019",3
3390323,"3033660016",1
3390328,"3033730015",1
3390352,"3033820003",3
3390357,"3033820038",1
3390389,"3034330057",3
3390396,"3034410022",4
3390412,"3034510038",2
3390436,"3035250009",1
3390443,"3035530017",3
3390451,"3035890043",1
3390465,"3037540008",3
3390605,"3042830006",1
3390635,"3044710053",3
3390690,"3048000023",4
3390699,"3050900052",1
3390702,"3051270045",3
3390717,"3070230021",6
3390825,"3030441201",1
3390826,"3030441301",1
3390836,"3012240048",12
3390844,"3018140076",4
3390845,"3019660004",1
3390924,"3078330032",1
